title,date
湖北华电江陵发电有限公司面向华电系统内外招聘启事,Wed Apr 20 2016 09:48:55 GMT+0800 (CST)
广东华电韶关热电有限公司关于面向华电系统内外公开招聘公告,Mon Apr 18 2016 11:14:25 GMT+0800 (CST)
中国华电科工集团有限公司招聘启事,Fri Apr 08 2016 09:57:27 GMT+0800 (CST)
天津华电北宸分布式能源有限公司生产准备人员招聘启事,Fri Apr 08 2016 08:40:55 GMT+0800 (CST)
华鑫国际信托有限公司招聘启事,Thu Mar 10 2016 09:24:10 GMT+0800 (CST)
中国华电集团资本控股有限公司招聘公告,Thu Mar 10 2016 08:33:09 GMT+0800 (CST)
贵州黔源电力股份有限公司面向社会招聘生产人员公告,Wed Feb 17 2016 16:19:21 GMT+0800 (CST)
湖南华电平江发电有限公司关于面向华电系统内外公开招聘公告,Mon Feb 01 2016 15:58:08 GMT+0800 (CST)
中国华电集团物资有限公司&ensp;（华电招标有限公司）&ensp;招聘公告,Tue Jan 05 2016 11:24:15 GMT+0800 (CST)
中国华电集团清洁能源有限公司华南分公司等4家单位公开招聘公告,Thu Dec 24 2015 10:34:05 GMT+0800 (CST)
天津华电北宸分布式能源有限公司基建管理人员招聘启事,Wed Dec 09 2015 13:55:28 GMT+0800 (CST)
华电西藏能源有限公司公开招聘公告,Tue Dec 08 2015 13:57:21 GMT+0800 (CST)
江苏华电通州热电有限公司招聘启事,Mon Nov 16 2015 14:01:15 GMT+0800 (CST)
江苏华电仪征热电有限公司招聘启事,Mon Nov 16 2015 13:58:52 GMT+0800 (CST)
湖北金源水电发展有限责任公司招聘生产人员公告,Tue Nov 10 2015 14:02:55 GMT+0800 (CST)
陕西华电泛海红墩界煤电有限公司面向华电系统内外招聘启事,Mon Oct 19 2015 14:10:24 GMT+0800 (CST)
山西锦兴能源有限公司电厂项目招聘公告,Mon Oct 19 2015 14:08:40 GMT+0800 (CST)
华电金沙江上游水电开发有限公司招聘启事,Fri Sep 25 2015 14:14:29 GMT+0800 (CST)
广东华电韶关热电有限公司关于面向华电系统内外公开招聘公告,Mon Sep 21 2015 14:16:21 GMT+0800 (CST)
华电江苏能源有限公司如皋热电有限公司招聘启事,Tue Sep 08 2015 14:20:07 GMT+0800 (CST)
贵州大方发电有限公司公开招聘生产人员公告,Mon Sep 07 2015 14:41:37 GMT+0800 (CST)
贵州华电毕节热电有限公司公开招聘生产人员公告,Mon Sep 07 2015 14:40:31 GMT+0800 (CST)
贵州华电桐梓发电有限公司公开招聘生产人员公告,Mon Sep 07 2015 14:39:01 GMT+0800 (CST)
华电江苏能源有限公司句容发电厂招聘启事,Mon Sep 07 2015 14:37:01 GMT+0800 (CST)
江苏华电仪征热电有限公司招聘启事,Mon Sep 07 2015 14:35:08 GMT+0800 (CST)
江苏华电昆山热电有限公司招聘启事,Mon Sep 07 2015 14:33:21 GMT+0800 (CST)
中国华电集团清洁能源有限公司面向华电系统在京单位公开招聘公告,Mon Aug 31 2015 14:44:29 GMT+0800 (CST)
华电江苏能源有限公司句容发电厂招聘启事,Fri Aug 28 2015 14:46:27 GMT+0800 (CST)
贵州大方发电有限公司面向华电系统内公开招聘生产人员公告,Mon Aug 17 2015 14:51:47 GMT+0800 (CST)
贵州华电毕节热电有限公司面向华电系统内公开招聘生产人员公告,Mon Aug 17 2015 14:49:01 GMT+0800 (CST)
